RC,UFI,UNI,LAT,LONG,DMS_LAT,DMS_LONG,UTM,JOG,FC,DSG,PC,CC1,ADM1,ADM2,DIM,CC2,NT,LC,SHORT_FORM,GENERIC,SORT_NAME,FULL_NAME,FULL_NAME_ND,MODIFY_DATE
3,337857,419756,-12.9347222,45.1361111,-125605,450810,NL17,SD38-02,H,STM,,MF,0,,,,N,,,Mroni,ABADIRI MRONI,Mroni Abadiri,Mroni Abadiri,1997-12-23
3,335422,416907,-12.7225,45.0563889,-124321,450323,NL09,SD38-02,P,PPL,,MF,0,,,,V,,,,ACCUA,Accua,Accua,1997-12-23
3,335965,417567,-12.7280556,45.1925,-124341,451133,NL29,SD38-02,T,BCH,,MF,0,,,,V,,,,ACHIMATSO MTSANGA,Mtsanga Achimatso,Mtsanga Achimatso,1997-12-23
3,335422,416906,-12.7225,45.0563889,-124321,450323,NL09,SD38-02,P,PPL,,MF,0,,,,N,,,,ACOUA,Acoua,Acoua,1997-12-23
3,335423,416908,-12.7280556,45.0433333,-124341,450236,NL09,SD38-02,H,BAY,,MF,0,,,,N,,,Baie,ACOUA BAIED,Baie d' Acoua,Baie d' Acoua,1997-12-23
3,335329,416785,-12.6741667,45.1019444,-124027,450607,NL19,SD38-02,T,PT,,MF,0,,,,N,,,Rassi,AMAGOUIZI RASSI,Rassi Amagouizi,Rassi Amagouizi,1997-12-23
3,335431,416917,-12.7508333,45.0758333,-124503,450433,NL09,SD38-02,H,STM,,MF,0,,,,N,,,Mroni,ANALAMIHENI MRONI,Mroni Analamiheni,Mroni Analamiheni,1997-12-23
3,335453,416947,-12.7575,45.0744444,-124527,450428,NL08,SD38-02,T,HLL,,MF,0,,,,N,,,,ANALAVATO,Analavato,Analavato,1997-12-23
3,335463,416958,-12.7666667,45.0947222,-124600,450541,NL18,SD38-02,T,HDLD,,MF,0,,,,N,,,Tsiraka,ANDANFISSAKA TSIRAKA,Tsiraka Andanfissaka,Tsiraka Andanfissaka,1997-12-23
3,337816,419711,-12.9644444,45.1208333,-125752,450715,NL16,SD38-02,L,LCTY,,MF,0,,,,N,,,,ANDEMBE,Andembé,Andembe,1997-12-23
3,337154,418993,-12.8716667,45.1519444,-125218,450907,NL17,SD38-02,T,PASS,,MF,0,,,,N,,,,ANDILABE,Andilabé,Andilabe,1997-12-23
3,335464,416959,-12.7563889,45.0888889,-124523,450520,NL08,SD38-02,T,HLL,,MF,0,,,,N,,,,ANDIMAKA,Andimaka,Andimaka,1997-12-23
3,335320,416775,-12.6786111,45.0977778,-124043,450552,NL19,SD38-02,P,PPL,,MF,0,,,,V,,,,ANDREMA,Andréma,Andrema,1997-12-23
3,335319,416776,-12.665,45.0955556,-123954,450544,NL19,SD38-02,H,BAY,,MF,0,,,,V,,,,ANDREMA BAIE,Baie Andréma,Baie Andrema,1997-12-23
3,335330,416787,-12.6725,45.1122222,-124021,450644,NL19,SD38-02,T,ISL,,MF,0,,,,V,,,,ANDREMA ILE,Île Andréma,Ile Andrema,1997-12-23
3,335468,416965,-12.7613889,45.085,-124541,450506,NL08,SD38-02,H,STM,,MF,0,,,,N,,,Mroni,ANDRIANEBE MRONI,Mroni Andrianebe,Mroni Andrianebe,1997-12-23
3,337815,419710,-12.9786111,45.1225,-125843,450721,NL16,SD38-02,H,STM,,MF,0,,,,N,,,Mroni,ANIANANO MRONI,Mroni Anianano,Mroni Anianano,1997-12-23
3,335525,417029,-12.7488889,45.0891667,-124456,450521,NL09,SD38-02,R,RDB,,MF,0,,,,N,,,,ANKETABE,Anketabé,Anketabe,1997-12-23
1,334957,416363,-12.6455556,45.0244444,-123844,450128,NM00,SD38-02,T,BCH,,MF,0,,,,N,,,Mtsanga,ANTAKOUDJA MTSANGA,Mtsanga Antakoudja,Mtsanga Antakoudja,1997-12-23
1,335289,416742,-12.6691667,45.0886111,-124009,450519,NL09,SD38-02,H,COVE,,MF,0,,,,N,,,Maji,ANYOUNYI MAJI,Maji Anyounyi,Maji Anyounyi,1997-12-23
1,337077,418900,-12.8305556,45.1302778,-124950,450749,NL18,SD38-02,P,PPL,,MF,0,,,,N,,,,APANDZO,Apandzo,Apandzo,1997-12-23
3,335425,416910,-12.7369444,45.0402778,-124413,450225,NL09,SD38-02,T,BCH,,MF,0,,,,N,,,Mtsanga,APONDRA MTSANGA,Mtsanga Apondra,Mtsanga Apondra,1997-12-23
3,335432,416918,-12.7413889,45.0419444,-124429,450231,NL09,SD38-02,T,HDLD,,MF,0,,,,N,,,Tsiraka,APONDRA TSIRAKA,Tsiraka Apondra,Tsiraka Apondra,1997-12-23
3,335426,416912,-12.7130556,45.0452778,-124247,450243,NL09,SD38-02,T,BCH,,MF,0,,,,N,,,Mtsanga,BAMANA MTSANGA,Mtsanga Bamana,Mtsanga Bamana,1997-12-23
3,337588,419447,-12.9238889,45.1852778,-125526,451107,NL27,SD38-02,H,COVE,,MF,0,,,,N,,,Anse,BAMBO ANSE,Anse Bambo,Anse Bambo,1997-12-23
3,337590,419449,-12.9397222,45.1763889,-125623,451035,NL16,SD38-02,T,PT,,MF,0,,,,N,,,Rassi,BAMBO RASSI,Rassi Bambo,Rassi Bambo,1997-12-23
3,337059,418879,-12.9444444,45.2177778,-125640,451304,NL26,SD38-02,H,RF,,MF,0,,,,N,,,Récif,BAMBO RECIF,Récif Bambo,Recif Bambo,1997-12-23
3,337589,419448,-12.9261111,45.1738889,-125534,451026,NL17,SD38-02,P,PPL,,MF,0,,,,N,,,,BAMBOEST,Bambo Est,Bambo Est,1997-12-23
3,337879,419780,-12.9219444,45.0872222,-125519,450514,NL07,SD38-02,P,PPL,,MF,0,,,,N,,,,BAMBOOUEST,Bambo Ouest,Bambo Ouest,1997-12-23
3,335339,416804,-12.7,45.1280556,-124200,450741,NL19,SD38-02,T,PT,,MF,0,,,,V,,,,BANDABOI POINTE,Pointe Bandaboi,Pointe Bandaboi,1997-12-23
3,335346,416803,-12.7016667,45.1205556,-124206,450714,NL19,SD38-02,P,PPL,,MF,0,,,,N,,,,BANDRABOUA,Bandraboua,Bandraboua,1997-12-23
3,335339,416796,-12.7,45.1280556,-124200,450741,NL19,SD38-02,T,PT,,MF,0,,,,N,,,Pointe,BANDRABOUA POINTEDE,Pointe de Bandraboua,Pointe de Bandraboua,1997-12-23
3,336687,418414,-12.7452778,45.2186111,-124443,451307,NL29,SD38-02,P,PPL,,MF,0,,,,N,,,,BANDRAJOU,Bandrajou,Bandrajou,1997-12-23
3,335429,416915,-12.7366667,45.0644444,-124412,450352,NL09,SD38-02,V,FRST,,MF,0,,,,N,,,,BANDRAKOUNI,Bandrakouni,Bandrakouni,1997-12-23
3,337095,418918,-12.8780556,45.0694444,-125241,450410,NL07,SD38-02,H,RF,,MF,0,,,,N,,,Récif,BANDRAKOUNI RECIF,Récif Bandrakouni,Recif Bandrakouni,1997-12-23
3,337809,419704,-12.9786111,45.1088889,-125843,450632,NL16,SD38-02,T,RDGE,,MF,0,,,,N,,,Tsiraka,BANDRAKOUNI TSIRAKA,Tsiraka Bandrakouni,Tsiraka Bandrakouni,1997-12-23
3,335796,417319,-12.7527778,45.1497222,-124510,450859,NL19,SD38-02,V,FRST,,MF,0,,,,N,,,,BANDRAMAJI,Bandramaji,Bandramaji,1997-12-23
3,335858,417433,-12.7380556,45.1052778,-124417,450619,NL19,SD38-02,L,LCTY,,MF,0,,,,N,,,,BANDRANDZIA,Bandrandzia,Bandrandzia,1997-12-23
1,337104,418928,-12.845,45.1019444,-125042,450607,NL18,SD38-02,P,PPL,,MF,0,,,,N,,,,BANDRANI,Bandrani,Bandrani,1997-12-23
3,335854,417428,-12.7119444,45.1008333,-124243,450603,NL19,SD38-02,H,STM,,MF,0,,,,N,,,Mro,BANDRANI MROOUA,Mro oua Bandrani,Mro oua Bandrani,1997-12-23
3,337571,419429,-12.9066667,45.1913889,-125424,451129,NL27,SD38-02,P,PPL,,MF,0,,,,N,,,,BANDRELE,Bandrélé,Bandrele,1997-12-23
3,337057,418877,-12.8952778,45.2297222,-125343,451347,NL27,SD38-02,T,ISL,,MF,0,,,,N,,,Chissioua,BANDRELE CHISSIOUA,Chissioua Bandrélé,Chissioua Bandrele,1997-12-23
3,337055,418875,-12.8872222,45.2491667,-125314,451457,NL27,SD38-02,H,CHNM,,MF,0,,,,N,,,Passe,BANDRELE PASSEDE,Passe de Bandrélé,Passe de Bandrele,1997-12-23
3,337056,418876,-12.9013889,45.2444444,-125405,451440,NL27,SD38-02,H,RF,,MF,0,,,,N,,,Récif,BANDRELE RECIF,Récif Bandrélé,Recif Bandrele,1997-12-23
1,337074,418897,-12.835,45.1280556,-125006,450741,NL18,SD38-02,P,PPL,,MF,0,,,,N,,,,BARAKANI,Barakani,Barakani,1997-12-23
3,335478,416975,-12.7641667,45.1,-124551,450600,NL18,SD38-02,H,STM,,MF,0,,,,N,,,Mroni,BATIRINI MRONI,Mroni Batirini,Mroni Batirini,1997-12-23
3,337165,419012,-12.8911111,45.1363889,-125328,450811,NL17,SD38-02,H,STM,,MF,0,,,,N,,,Mroni,BE MRONI,Mroni Bé,Mroni Be,1997-12-23
3,337558,419416,-12.9086111,45.1511111,-125431,450904,NL17,SD38-02,H,STMI,,MF,0,,,,N,,,Mroni,BE MRONI,Mroni Bé,Mroni Be,1997-12-23
3,337801,419696,-12.9708333,45.1577778,-125815,450928,NL16,SD38-02,H,STM,,MF,0,,,,N,,,Mroni,BE MRONI,Mroni Bé,Mroni Be,1997-12-23
3,337808,419703,-12.9894444,45.1258333,-125922,450733,NL16,SD38-02,T,HLL,,MF,0,,,,N,,,Tsiraka,BE TSIRAKA,Tsiraka Bé,Tsiraka Be,1997-12-23
3,335479,416976,-12.7561111,45.1016667,-124522,450606,NL18,SD38-02,H,STM,,MF,0,,,,N,,,Mroni,BEJA MRONI,Mroni Béja,Mroni Beja,1997-12-23
3,337044,418863,-12.8233333,45.1608333,-124924,450939,NL18,SD38-02,T,RDGE,,MF,0,,,,N,,,,BEJAMOUDOU,Béjamoudou,Bejamoudou,1997-12-23
3,337152,418991,-12.8772222,45.16,-125238,450936,NL17,SD38-02,T,MT,,MF,0,,,,N,,,Mlima,BENARA MLIMA,Mlima Bénara,Mlima Benara,1997-12-23
3,337565,419423,-12.9008333,45.1702778,-125403,451013,NL17,SD38-02,L,RESF,,MF,0,,,,N,,,Réserve Forestière,BENARA RESERVEFORESTIEREDE,Réserve Forestière de Bénara,Reserve Forestiere de Benara,1997-12-23
3,337153,418992,-12.8783333,45.1672222,-125242,451002,NL17,SD38-02,T,MT,,MF,0,,,,N,,,Mlima,BEPILIPILI MLIMA,Mlima Bépilipili,Mlima Bepilipili,1997-12-23
3,337813,419708,-12.9872222,45.1313889,-125914,450753,NL16,SD38-02,H,STM,,MF,0,,,,N,,,Mroni,BERAMBO MRONI,Mroni Berambo,Mroni Berambo,1997-12-23
3,335807,417332,-12.7211111,45.1213889,-124316,450717,NL19,SD38-02,H,STM,,MF,0,,,,N,,,Mro,BIZIJOU MROOUA,Mro oua Bizijou,Mro oua Bizijou,1997-12-23
3,335867,417445,-12.7158333,45.1713889,-124257,451017,NL19,SD38-02,T,ISL,,MF,0,,,,N,,,Île,BLANCHE ILE,Île Blanche,Ile Blanche,1997-12-23
1,334985,416401,-12.6833333,45.0372222,-124100,450214,NL09,SD38-02,H,BNK,,MF,0,,,,N,,,Banc,BOASADIA BANC,Banc Boa Sadia,Banc Boa Sadia,1997-12-23
3,337119,418948,-12.8530556,45.1077778,-125111,450628,NL17,SD38-02,T,PK,,MF,0,,,,N,,,Pengoua,BOLE PENGOUA,Pengoua Bolé,Pengoua Bole,1997-12-23
3,337140,418978,-12.8519444,45.195,-125107,451142,NL27,SD38-02,T,BCH,,MF,0,,,,N,,,Plage,BONNEMAREE PLAGEDELA,Plage de la Bonne Marée,Plage de la Bonne Maree,1997-12-23
3,334968,416376,-12.6786111,45.0644444,-124043,450352,NL09,SD38-02,T,PT,,MF,0,,,,N,,,Rassi,BOUEKOUNDROUNI RASSI,Rassi Bouékoundrouni,Rassi Bouekoundrouni,1997-12-23
3,337876,419777,-12.9025,45.0761111,-125409,450434,NL07,SD38-02,P,PPL,,MF,0,,,,N,,,,BOUENI,Bouéni,Boueni,1997-12-23
3,337868,419768,-12.9111111,45.1202778,-125440,450713,NL17,SD38-02,H,BAY,,MF,0,,,,N,,,Baie,BOUENI BAIEDE,Baie de Bouéni,Baie de Boueni,1997-12-23
3,337097,418920,-12.8975,45.0447222,-125351,450241,NL07,SD38-02,H,RF,,MF,0,,,,N,,,Récif,BOUENI RECIF,Récif Bouéni,Recif Boueni,1997-12-23
3,335798,417323,-12.7355556,45.1383333,-124408,450818,NL19,SD38-02,P,PPL,,MF,0,,,,V,,,,BOUILLONI,Bouilloni,Bouilloni,1997-12-23
3,337878,419779,-12.9158333,45.0797222,-125457,450447,NL07,SD38-02,T,BCH,,MF,0,,,,N,,,Mtsanga,BOUNDROUNI MTSANGA,Mtsanga Boundrouni,Mtsanga Boundrouni,1997-12-23
3,337130,418966,-12.8536111,45.1477778,-125113,450852,NL17,SD38-02,T,RDGE,,MF,0,,,,N,,,,BOUNGOUBE,Boungoubé,Boungoube,1997-12-23
3,335473,416970,-12.7630556,45.0944444,-124547,450540,NL18,SD38-02,H,STM,,MF,0,,,,N,,,Mroni,BOUNGOUMOUNE MRONI,Mroni Boungoumouné,Mroni Boungoumoune,1997-12-23
3,335798,417321,-12.7355556,45.1383333,-124408,450818,NL19,SD38-02,P,PPL,,MF,0,,,,N,,,,BOUYOUNI,Bouyouni,Bouyouni,1997-12-23
3,335800,417324,-12.7302778,45.1358333,-124349,450809,NL19,SD38-02,H,STM,,MF,0,,,,N,,,Mro,BOUYOUNI MROOUA,Mro oua Bouyouni,Mro oua Bouyouni,1997-12-23
3,335448,416938,-12.7488889,45.0544444,-124456,450316,NL09,SD38-02,T,BCH,,MF,0,,,,N,,,Mtsanga,CHANFI MTSANGA,Mtsanga Chanfi,Mtsanga Chanfi,1997-12-23
3,336782,418522,-12.7788889,45.19,-124644,451124,NL28,SD38-02,T,HLL,,MF,0,,,,N,,,,CHAOUENI,Chaouéni,Chaoueni,1997-12-23
3,337804,419699,-12.9938889,45.1483333,-125938,450854,NL16,SD38-02,T,PK,,MF,0,,,,N,,,,CHARIFOU,Charifou,Charifou,1997-12-23
3,335451,416945,-12.7622222,45.0752778,-124544,450431,NL08,SD38-02,P,PPL,,MF,0,,,,V,,,,CHEMBENIOUMBA,Chembénioumba,Chembenioumba,1997-12-23
3,335451,416944,-12.7622222,45.0752778,-124544,450431,NL08,SD38-02,P,PPL,,MF,0,,,,N,,,,CHEMBENYOUMBA,Chembényoumba,Chembenyoumba,1997-12-23
1,337086,418909,-12.8333333,45.1105556,-125000,450638,NL18,SD38-02,P,PPL,,MF,0,,,,N,,,,CHICONI,Chiconi,Chiconi,1997-12-23
